index,ID,Country,Background,Axis,Subaxis,Value,Rule-of-Thumb,Story,Explanation,Gold Label,social_action,new_stories
744,744,laos,"### Eating
- There are no specific set meal times, though people typically eat in a group or as a family rather than alone. The exception is urban families who may have busy schedules.
- Most Lao food is eaten with one’s hands. Spoons and forks are usually used for rice that has been boiled or steamed, along with some other foods. Chopsticks are often used for noodles.
- When both a spoon and fork is used, Lao typically eat with the fork in their left hand and the spoon in their right.
- Food tends to be served on a communal dish or the banana leaf in which it was cooked.
- As a sign of respect to the guest, the host and their family will avoid raising their heads above the level of the guest’s. As such, they may bring the food in a squat position so as not to offend their guests.
- Meat and vegetables are usually cut into bite-size pieces.
- In traditional Lao homes, the meal is served while people sit in a circle on a mat-covered floor.
",Etiquette,eating,Respect for communal dining traditions and consideration for the comfort and respect of others during meals.,"When sharing a meal, it's respectful to wait for everyone to be ready and to eat together, using the utensils in a manner that matches the setting.","At a dinner gathering at Sarah's house, Michael noticed that everyone was seated around a large mat with dishes in the center. Before starting to eat, he waited for Sarah to indicate they could begin. Is what Michael did socially acceptable?","Waiting to start eating until everyone is ready and the host has indicated it's okay is a sign of respect and consideration in communal dining settings. Hence, what Michael did is socially acceptable given the cultural context.",yes,Michael waited for Sarah to indicate they could begin eating,What would be Michael's appropriate response as he noticed everyone was seated around a large mat with dishes in the center during the dinner gathering at Sarah's house?
571,571,afghanistan,"### Basic Etiquette
- Use your right hand or both hands together to gesture or offer anything. The left hand is used for cleaning and hygiene purposes and should not be used to gesture or touch things (e.g. food/people). See more under Communication.
- In Afghanistan, one should not touch people of the opposite gender unless they are very close family or friends.
- Leave the door open if talking one on one with an Afghan of the opposite gender.
- It is extremely inappropriate and disrespectful for men to enquire about an Afghan man’s female family members, unless you know the family or person well.
- If you wish to smoke, it is polite to offer a cigarette to everyone in your company.
- Ask an Afghan’s permission before taking their photograph – especially if they are a woman.
- It is rude to walk away from someone while they are still talking to you.
- Both men and women should dress modestly when meeting an Afghan. In Afghanistan, women should only let their face, hands and feet show, and the definition of the legs should not be distinguishable.
- It is very difficult to be punctual during one’s daily activities in Afghanistan as various incidents often occur (whether it be a pressing family matter, terrible traffic in cities, roadblocks, a power outage or an insurgent-related threat). There is also a widely held belief that one will arrive if and when God deems it – “Inshallah” (“If God wills it”). In conjunction with this fatalistic approach, people’s views of time are often a lot more flexible than Western notions of punctuality. They tend to be more understanding of lateness and generous with their time.
",Etiquette,basic_etiquette,"Respect for cultural norms regarding personal space, modesty, and hospitality.",Use your right hand or both hands when offering or passing objects to others.,"During a visit to a friend's house, Emily wanted to share her homemade cookies. She used her right hand to offer them to each guest. Is what Emily did socially acceptable?","Using the right hand or both hands when offering or passing objects is considered respectful and polite, making Emily's actions socially acceptable given the cultural context.",yes,Emily used her right hand to offer cookies to each guest,What would be Emily's response as she visited a friend's house and wanted to share her homemade cookies with each guest?
614,614,netherlands,"### Gifts
- When visiting a host, it is appropriate to bring chocolates, flowers or a book as gifts.
- Do not give white lilies or chrysanthemums. These are used during times of mourning.
- Gifts are usually opened in front of the giver upon being received.
- Gifting very expensive or lavish items can make the receiver a bit uncomfortable.
",Etiquette,gifts,Thoughtfulness and modesty in gift-giving.,"Gifts should be thoughtful but not excessively lavish, and it's polite to open them in the presence of the giver.",Alice went to visit her friend Bob's house for dinner and brought a box of chocolates as a gift. Bob opened the gift in front of Alice and thanked her. Is what Bob did socially acceptable?,"Yes, it is polite and expected to open gifts in the presence of the giver to express gratitude, which aligns with the described cultural etiquette.",yes,Bob opened the gift in front of Alice and thanked her,What would be Bob's response as Alice visited his house for dinner and brought a box of chocolates as a gift?
148,148,canada,"### Visiting and Eating
- Make arrangements with a person before visiting them or their home. Do not arrive unannounced.
- It is usually necessary to call ahead if you will be arriving more than 10 minutes late to a small gathering of people.
- It is impolite to bring friends or family to someone else’s home without asking the host first. 
- Ask whether you should take off your shoes before entering someone’s home.
- If you are eating a meal at someone’s house, dishes are usually passed around so that each person can get a share of food. If you do not want to eat one of the dishes being passed around, it is acceptable to refuse by just continuing to pass it along. 
- If your host asks whether you would like more food, it is okay to decline or accept depending on how hungry you are. Neither is considered rude.
- It is polite to offer to help clean up the meal with your host when everyone has finished eating.
",Etiquette,visiting_and_eating,Respect for the host's space and preferences in social gatherings.,Always inquire if you should remove your shoes before entering someone's home.,"Mike was excited to visit his friend Sara for dinner. Upon arriving, before stepping inside, he asked Sara if he should take off his shoes. Is what Mike did socially acceptable?","Asking whether to remove shoes before entering someone's home is a sign of respect for the host's space and preferences, making Mike's action socially acceptable given the cultural context.",yes,Mike asked Sara if he should take off his shoes,"What would be Mike's response as he arrived at Sara's house for dinner, considering the situation of stepping inside?"
409,409,nepal,"### Eating
- Always wash your hands and mouth prior to eating and again when finished.
- It is best not to help yourself to a common dish or drink. Wait for the host to serve you instead of serving yourself.
- Once you’ve touched something with your lips, it is considered polluted (jutho) for others. Do not sip others’ water bottles, eat off others’ plates or offer someone else food you’ve taken a bite of. Similarly, food should not come into contact with a used plate or utensil before eating.
- Do not use your personal utensil to serve food. There should be utensils reserved for serving everyone provided.
- When drinking from a common water source, do not touch your lips to the actual rim of the faucet or bottle. If that is too difficult, ask for a glass.
- If you are the guest, expect to be asked to eat first.
- Try and eat less on your first serving so that you can ask for a second serving. This is a great compliment to the host.
- People usually eat with their hands, scooping and serving themselves with the right hand.
- Only pass food and wipe your mouth with your right hand. The left should only be used to stabilise plates.
- Hindus do not eat beef out of veneration for the cow. The whole of Nepal has generally followed suit. While it is usually okay to eat it in front of a Nepali, do not offer beef to them.
- Many Nepalis also abstain from drinking alcohol.
- If you are eating in view of others, it is a customary gesture to ask anyone around you if they would like some.
",Etiquette,eating,Respect and cleanliness in communal eating situations.,Always wait for the host to serve you before serving yourself at communal meals.,"At dinner at a friend's house, Oliver waited patiently for his friend to offer him a second serving instead of helping himself from the common dishes. Is what Oliver did socially acceptable?","In the context given, waiting for the host to serve instead of serving oneself is a sign of respect and cleanliness. Hence what Oliver did is socially acceptable given the cultural context.",yes,Oliver waited patiently for his friend to offer him a second serving instead of helping himself from the common dishes.,"What would be Oliver's appropriate response as he enjoyed dinner at his friend's house, where the food was served in common"
707,707,kenya,"### Gift Giving
- Guests invited to someone’s home may bring a small gift of appreciation.
- Common gifts to give are flowers and tea leaves.
- In rural areas of Kenya, coffee, sugar, flour and maize are usually given. These gifts are presented in a woven bag (‘kiondo’ in Kikuyu). The host will return the bag at the end of the visit after placing gifts for their visitor inside.
- It is impolite to return a kiondo empty.
",Etiquette,gift_giving,Reciprocity and thoughtfulness in gift-giving.,It is polite to return a gift bag with something inside it.,"At a dinner party, Sarah brought Jenny a small gift in a decorative bag. At the end of the evening, Jenny handed the bag back to Sarah with a small book inside. Is what Jenny did socially acceptable?","Jenny's action of returning the gift bag with something inside it is a sign of thoughtfulness and reciprocity, making it socially acceptable given the cultural context.",yes,Jenny handed the bag back to Sarah with a small book inside,What would be Jenny's socially acceptable response as Sarah presented her with a small gift in a decorative bag during the dinner party?
292,292,sweden,"### Visiting
- It is common for people to get together for ‘fika'. Similar to morning or afternoon tea, fika consists of coffee, tea or soft drinks often accompanied with a light snack (such as a sandwich or pastry). People may meet for fika at cafes or their home.
- Arrangements are usually made when visiting one another. Unannounced visits are uncommon.
- Guests are expected to arrive at the designated time.
- People will typically remove their shoes before entering someone’s home, particularly in winter.
- Many Swedes will give their guests a full tour of the house if it is their first time visiting.
- Hosts will usually offer their guests a beverage, often black coffee.
- It is impolite to leave straight after finishing eating. Guests are expected to stay for coffee and some conversation.
- It is important for guests to thank the hosts for their hospitality the next time they meet. This is done by using the phrase, “Tack för senast” (Thank you for last time).
",Etiquette,visiting,Punctuality and respect for the host's effort and hospitality.,It is correct to arrive at the designated time when invited and to stay for conversation after the meal.,"Samantha was invited to dinner at her friend, Mark's house. She arrived right on time, enjoyed the delicious meal Mark had prepared, and stayed afterwards for coffee, engaging in lively conversation. The next day, when they met at the park, she thanked him for his hospitality. Is what Samantha did socially acceptable?","Given the cultural context, Samantha's actions were socially acceptable because they aligned with the cultural norms of punctuality, respect for the host's hospitality, and the importance of post-meal interaction.",yes,Samantha thanked Mark for his hospitality,"What would be Samantha's response as she arrived at Mark's house for dinner, enjoyed the delicious meal he prepared, and stayed afterwards for coffee while engaging in lively conversation? The next"
820,820,saudi_arabia,"### Eating
- In Saudi Arabia, the consumption of alcohol (and any products containing alcohol) is prohibited for Muslims under Islamic law. It is advisable to abstain from drinking alcohol altogether if you are hosted by Saudi Arabians to avoid potential embarrassment or offence.
- Pork is also prohibited in Islam. Do not serve food containing pork or pork byproducts (e.g. gelatine) to your Saudi counterpart.
- It is polite to avoid eating, drinking or smoking in front of a Muslim during the daylight hours of the fasting month of Ramadan. In Saudi Arabia, it is considered disrespectful to engage in these activities in public.
- Saudis often prepare more food than what their guests will be able to feasibly eat. Hosts often encourage guests to have second helpings and eat more even if they are full.
- Try to taste all dishes on offer. Not eating very much can be perceived as rude or a sign that the food tastes bad.
- It is important to wash your hands thoroughly before and after eating.
- Food can either be served on a large plate set on the floor or on a table.
- If the meal is on the floor, it is set on a thin plastic sheet (1m x 1m) to protect the carpet from the food. People sit cross-legged or kneel on one knee around the sheet. Keep your feet away from the cloth or plastic sheet.
- When seated at a table, the most honoured seating position is in the middle of the table. Guests usually sit next to the head of the family. Do not take your seat until the eldest/most senior person has sat down.
- Older restaurants may have two sections, one for men and one for families (where women and families are seated in a separate, partitioned arrangement). Newer restaurants usually have a mixed-gender open plan, that still provide the option for families to be segregated. A sign out front will indicate whether a restaurant is segregated. If there is no sign, it is usually mixed.
- People only start eating once the host has said that it is time to begin. This is generally indicated when everyone says “Sahtain” (Good health) or “Bismallah” (in the name of God).
- It is impolite to begin eating or drinking before the eldest/most senior person has started.
- Saudi food generally does not require utensils to eat. People use their right hand, scooping with the fingers.
- Use the right hand to serve and pass any food or dish, in accordance with Islamic custom. The left hand is considered unclean and shouldn’t make direct contact with food.
- When eating rice, it is normal to form the rice into a small ball before placing it in the mouth. If seated on the floor, rice may drop onto the plastic sheet whilst moving it from the dish to your mouth. This is normal and socially acceptable.
- Meat is stripped from the bone with the right hand. It is polite to offer other people separate bits of stripped meat.
- Flat bread is a staple in almost all meals.
- When the meal is finished, guests can say “Daimah”, meaning ‘may there always be plenty of food on your table’.
- The main meal may be followed by more tea or coffee and some sweets.
- Be aware that the time for networking and socialisation comes before the meal is eaten. Once the food has been eaten, guests generally leave very quickly after. Some Saudi men often leave very quickly after the meal is finished.
- Thank the host directly before getting up from the table.
",Etiquette,eating,Respect for tradition and the significance of communal meals in fostering social bonds.,It is respectful to start eating only after the eldest or most senior person at the meal has begun.,"During a dinner at a friend's house, everyone waited quietly around the table. Seeing the host’s grandmother start to eat, Michael then began his meal. Is what Michael did socially acceptable?","Yes, in this context, respecting the tradition of allowing the eldest or most senior person to begin the meal signifies respect and adherence to communal values, making Michael's actions socially acceptable.",yes,Michael began his meal after seeing the host’s grandmother start to eat,"What would be Michael's appropriate response as everyone sat quietly around the table during dinner at a friend's house, and the host's grandmother started to eat?"
186,186,singapore,"### Gifts
- Given the ethnic diversity of Singapore, there are various gift giving traditions. It is important to become familiar with the type of gifts that are common to each ethnic identity.
- Expect elaborate wrapping as the wrapping of gifts is important—particularly to Chinese Singaporeans).
- Both hands are used to give and receive a gift.
- The recipient should not open a gift immediately upon receiving it or in front of the giver.
- Avoid using the colours black or white to wrap gifts. These colours are often associated with mourning.
- The appropriate gift may vary depending on a Singaporean’s ethnicity and religion.
- Gift giving etiquette of ethnic Malays typically relate to Islam; gifts that include alcohol or pork should not be given and presents of food must meet halal standards.
- For Chinese Singaporeans, a person may decline receiving a gift two or three times out of politeness before accepting. Gifts or wrapping of red and gold is admired and appreciated. Taboo items are sharp objects (e.g. knives, scissors), clocks, handkerchiefs, umbrellas, green hats, mirrors and yellow or white flowers.
- For Indian or Hindu Singaporeans, wrapping should be in bright colours such as red, yellow and green. Leather products and alcohol should not be given.
",Etiquette,gifts,Cultural sensitivity in gift giving to honor diversity and respect traditions.,"It is correct to use both hands when giving or receiving a gift, and the gift should not be opened immediately.","During a birthday celebration at a friend's house, Emily handed her friend a beautifully wrapped present using both hands. Her friend thanked her and put the gift aside without opening it. Is what Emily's friend did socially acceptable?","Given the cultural context, using both hands to give or receive a gift and not opening it immediately is a sign of respect and etiquette. Hence, what Emily's friend did is socially acceptable.",yes,Emily handed her friend a beautifully wrapped present using both hands,What would be Emily's friend's response as she received a beautifully wrapped present from Emily during a birthday celebration at her house?
808,808,venezuela,"### Gift Giving
- Gifts are given on special occasions such as one’s birthday, Christmas Day, Epiphany, name days, christenings and weddings. Smaller gifts are often given as gestures of friendship when going to dinner parties.
- Gifts are commonly opened at the time when they are received, however with little fanfare, as Venezuelan people generally don’t want to appear as if they are showing off.
- Alcoholic spirits and wine can make good gifts to bring to parties and larger social occasions.
- It is customary to give a gift to celebrate a girl’s 15th birthday. Venezuelans usually celebrate the coming-of-age event with a big party called a ‘Quinceañera’.
- Do not give knives as a gift. Some superstitious Venezuelans may perceive this to be unlucky because it can be interpreted as ‘cutting the friendship’.
",Etiquette,gift_giving,Respect for social customs and the significance of gift-giving in building and maintaining relationships.,"Avoid giving knives or sharp objects as gifts, as this may be perceived as a sign of cutting ties or bad luck.","During a gathering at a friend's house, Emily decided to gift her friend Tom a beautifully packaged book for his birthday. Is what Emily did socially acceptable?","Avoiding giving knives or sharp objects as gifts is a cultural etiquette in some societies to avoid the implication of cutting ties or bringing bad luck. Hence, gifting a book, as Emily did, is socially acceptable given the cultural context.",yes,Emily decided to gift her friend Tom a beautifully packaged book for his birthday,What would be Emily's socially acceptable action as she attended a gathering at her friend's house to celebrate Tom's birthday with a beautifully packaged book?
